Bevölkerungsbewegung seit 1960;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;  Mittelfranken;22456;16342;98589;84068;20635;1366781;18866;17971;123320;101818;22397;1498568;15216;18103;98942;86787;9268;1523872;18292;18110;125681;93066;32797;1598869;16048;17407;102247;95104;5784;1689066;14190;17695;98033;93466;1062;1711566;17576;20598;116170;112335;813;1775704;17957;21079;113485;108610;1753;1777143;16442;21724;159490;125029;29179;1782419;15416;20740;140100;126419;8357;1791147
96;  Unterfranken;22173;11815;71947;68524;13781;1085007;16920;13018;81104;76672;8334;1185217;13588;13275;70493;66250;4556;1195236;15479;13297;90253;68349;24086;1258997;12563;12984;78777;76168;2188;1335991;9917;13349;70378;70823;-3877;1318076;12219;15048;85647;82567;251;1317507;12689;15852;87077;80551;3363;1320513;11815;16570;110206;91275;14176;1310561;11004;15950;102181;92747;4488;1315155
97;  Schwaben;24626;15934;113952;106698;15946;1335659;20868;17359;129223;113586;19146;1476759;16922;17749;97831;86247;10757;1534234;20446;17611;116377;85543;33669;1627533;18022;17372;104800;97579;7871;1753447;14694;17674;100484;97380;124;1784919;19030;20662;128236;119499;7105;1905841;20067;21319;133293;119626;12415;1917979;18659;21922;162927;131297;28367;1903481;17793;20930;157261;137327;16797;1920514
9161;    Ingolstadt (Krfr.St);1202;752;6704;4753;2401;68586;1114;885;8214;7168;1275;86050;1032;968;5568;4609;1023;90490;1245;911;10128;6333;4129;105489;1224;1139;7364;6553;896;115722;1239;1107;7560;6998;694;125088;1598;1371;9483;10094;-384;136952;1641;1468;10313;9408;1078;138016;1514;1465;13848;10871;3026;138263;1422;1396;12836;11580;1282;139536
9162;    München, Landeshauptstadt;13858;11908;92446;58116;36280;1101389;12580;13523;125241;86152;38146;1311987;10373;12902;90385;88608;-752;1298941;12634;13083;102987;80195;22343;1229026;12376;11651;90183;75245;15663;1210223;14565;10642;100194;81430;22687;1353186;17549;12266;93973;96843;2413;1488202;18286;12384;106216;112521;-403;1487708;16519;13057;136909;115884;24487;1490516;15645;12685;117748;122903;-2195;1488719
9163;    Rosenheim (Krfr.St);540;447;3593;3407;279;39652;544;537;5406;4534;879;46740;493;640;3657;3397;113;51604;645;610;4612;3381;1266;56340;624;564;4360;4233;187;58908;566;494;4236;3888;420;61299;693;592;4428;4477;52;63591;685;687;4398;4444;-48;63508;648;634;5566;4657;923;63641;583;631;5362;4516;798;64453
9171;    Altötting (Lkr);1527;798;7080;6528;1281;77630;1243;1128;7891;6528;1478;90845;990;1164;5868;5292;402;92431;1128;1176;7452;5722;1682;98633;984;1146;7403;6918;323;108268;860;1228;6301;6124;-191;107711;1069;1444;7540;6957;208;111654;1084;1441;7266;6414;495;112116;1103;1487;9346;7243;1719;112296;968;1432;8411;7245;702;113018
9172;    Berchtesgadener Land (Lkr);1341;961;12766;13823;-677;81458;1126;1040;10118;9286;918;86496;841;1124;7504;6619;602;90786;1062;1219;9792;8026;1609;95397;815;1074;7152;6326;567;99848;785;1143;6851;6140;353;102389;889;1275;7322;6474;462;106327;939;1401;7120;6541;117;106389;961;1337;8729;7022;1331;104372;869;1332;8354;7180;711;105108
9173;    Bad Tölz-Wolfratshausen (Lkr);1202;842;9113;8319;1154;69779;1193;1002;10243;8086;2348;86105;1098;1045;8357;7706;704;97285;1324;1136;8926;6708;2406;104918;1208;1047;8074;6983;1252;116017;1022;1074;7751;7145;554;121801;1258;1326;9006;8524;414;128212;1251;1479;7942;7966;-252;127919;1259;1434;10966;9170;1621;129062;1130;1417;9891;8887;717;129787
9174;    Dachau (Lkr);1342;763;5270;4821;1028;74377;1376;909;9048;6532;2983;90255;1097;950;6601;5810;938;102129;1409;1068;8944;6280;3005;112150;1309;1089;9911;8556;1575;129547;1272;1245;9522;8682;867;138547;1599;1564;11459;11208;286;155117;1631;1545;10888;10632;342;155449;1476;1634;13732;12025;1549;151041;1385;1570;12919;11880;854;151925
9175;    Ebersberg (Lkr);1069;536;5511;4522;1522;55605;1190;746;9363;6938;2869;75621;973;867;8162;6767;1501;95698;1219;931;8038;6615;1711;101937;1266;908;10039;8037;2360;118764;1165;1001;9216;8100;1280;129199;1363;1326;10802;10314;525;144091;1505;1364;10684;10308;517;144562;1423;1425;13325;11045;2278;142205;1271;1392;12178;11270;787;143011
9176;    Eichstätt (Lkr);1705;910;5148;5237;706;76739;1290;913;5512;4947;942;85945;1211;893;6079;5181;1216;94499;1529;901;7448;5207;2869;104330;1327;922;7119;6393;1131;119561;1098;976;6826;6633;315;125015;1476;1214;8410;8303;369;133169;1491;1190;7940;7750;491;133634;1336;1263;10651;8704;2020;134201;1206;1245;9730;8676;1015;135220
9177;    Erding (Lkr);1413;776;6153;5694;1096;73286;1289;949;5936;4976;1300;79529;1058;863;4776;4117;854;86616;1330;916;6100;4567;1947;94803;1337;873;9151;7136;2479;115939;1131;993;7744;7247;635;127011;1372;1215;10450;9800;807;138891;1466;1227;10137;9625;751;139622;1338;1293;12579;10554;2070;138647;1286;1301;10591;9679;897;139547
9178;    Freising (Lkr);1556;906;6729;5829;1550;80263;1497;949;9865;6632;3781;97487;1305;992;8723;6868;2168;113491;1788;1014;12515;9451;3838;128798;1792;938;13218;11477;2595;152307;1636;1179;12713;12280;890;166375;1804;1405;15666;15557;508;180313;2015;1594;15736;15269;888;181144;1784;1578;19517;16320;3403;181568;1678;1530;18330;16541;1937;183535
9179;    Fürstenfeldbruck (Lkr);1552;770;9701;7255;3228;81780;1851;1139;19544;11461;8795;123649;1748;1297;14987;12342;3096;169441;2117;1578;14028;11837;2730;180436;1851;1426;13983;12311;2097;193092;1738;1877;14063;12513;1411;204538;2077;2143;16071;16441;-436;218740;2102;2218;16161;16139;-94;218579;2023;2432;21766;18262;3095;215511;1880;2406;20345;18459;1360;216912
9180;    Garmisch-Partenkirchen (Lkr);1093;740;10761;10223;891;72423;895;878;11445;10348;1114;76366;727;988;8898;8084;553;81947;911;1057;10441;8446;1849;83342;848;1061;6913;6340;360;86577;658;1020;6397;6014;21;86336;849;1116;6678;6437;-26;88279;826;1055;6447;6260;-42;88232;740;1164;8718;7487;807;89224;762;1085;9315;8960;32;89322
9181;    Landsberg am Lech (Lkr);1123;672;6873;6047;1277;63691;1006;770;7365;6481;1120;71034;881;819;5974;4992;1044;78081;1137;824;8081;6217;2177;90322;1160;856;8862;7460;1706;105939;921;940;7182;6675;488;114626;1109;1077;8293;7529;796;121019;1112;1139;7580;7128;425;121466;1048;1234;9881;8112;1583;119654;1012;1141;9434;7995;1310;120966
9182;    Miesbach (Lkr);1192;833;8132;8141;350;69709;981;977;8874;7378;1500;73653;788;892;6659;6165;390;80409;993;925;8776;7208;1636;86250;871;821;7357;6422;985;91654;773;971;6835;6480;157;95641;882;1127;7463;6974;244;100183;965;1156;6542;6518;-167;99978;948;1105;9409;7821;1431;96557;772;1093;8656;8181;154;96730
9183;    Mühldorf a.Inn (Lkr);1309;877;6337;5868;901;72149;1292;1131;6773;6082;852;84593;936;1219;6018;4902;833;90461;1224;1248;7270;4669;2577;99003;1004;1222;6355;5564;573;108480;945;1289;6317;5949;24;110282;1115;1436;8957;7915;721;116483;1198;1443;9154;7753;1156;117606;1262;1480;11597;9086;2293;120317;1090;1353;11156;9974;919;121263
9184;    München (Lkr);2019;1391;18889;14513;5004;126178;2228;1883;32853;23091;10107;174621;2330;2029;24844;19979;5166;249027;2801;2369;26499;21593;5338;266737;2773;2345;29127;24010;5545;295247;2953;2655;27385;24245;3438;323015;3144;3320;29321;29644;-499;349685;3267;3430;29221;28842;216;349837;3020;3650;37903;31166;6107;350047;2797;3434;32953;29636;2680;352771
9185;    Neuburg-Schrobenhausen (Lkr);1424;739;7783;7326;1142;66972;1169;864;5306;4985;626;73766;908;814;3558;3312;340;74312;1031;798;4608;3135;1706;80343;928;755;4333;3871;635;89215;842;913;4382;4179;132;91397;984;1051;5851;5341;443;97730;1087;1035;5708;4971;789;98503;991;1147;7509;5861;1492;97792;900;1101;7768;6400;1167;98967
9186;    Pfaffenhofen a.d.Ilm (Lkr);1324;759;4968;4931;602;66794;1126;851;5412;4796;891;77106;988;774;4375;3663;926;83352;1254;930;6871;4262;2933;95771;1200;959;7351;6346;1246;111669;1032;1015;6801;6437;381;117371;1272;1288;10288;9258;1014;129128;1459;1281;9697;9202;673;129772;1326;1346;14432;12081;2331;128537;1219;1287;13972;12955;949;129497
9187;    Rosenheim (Lkr);2653;1759;13307;13054;1147;144290;2352;2130;19747;15532;4437;160742;1940;2119;14113;10968;2966;183700;2707;2332;18918;14255;5038;206284;2499;2280;17662;14879;3002;236480;2091;2517;17333;15956;951;249772;2453;3091;18114;16837;639;261721;2581;2970;18546;16492;1665;263367;2476;2989;22188;18055;3620;255306;2232;2987;20941;18718;1468;256815
9188;    Starnberg (Lkr);1061;784;9420;8075;1622;73863;1045;878;12470;9655;2982;88221;964;955;9923;8593;1339;106656;1167;1148;10264;8410;1873;114599;1203;1097;11084;9279;1911;124956;1024;1193;9386;8945;272;130283;1066;1321;10277;9958;64;136610;1203;1457;9960;9525;181;136747;1013;1607;13037;10370;2073;138488;966;1524;10705;9728;419;138926
9189;    Traunstein (Lkr);2251;1335;11133;10811;1238;120014;1869;1549;12987;11319;1988;134838;1474;1573;9298;8202;997;141707;1846;1637;12910;9803;3316;154146;1555;1611;10709;9679;974;167646;1272;1872;9853;9349;-96;170521;1625;2161;10970;10203;231;177485;1736;2191;10863;9433;975;178447;1628;2050;13812;11034;2356;170984;1521;1976;12572;11098;1019;172021
9190;    Weilheim-Schongau (Lkr);1628;970;7035;7077;616;88283;1350;1157;10079;8420;1852;97051;1103;1191;7344;6080;1176;104713;1423;1258;8139;6162;2142;112394;1294;1207;8519;7234;1372;127018;1046;1264;7366;7094;54;130922;1316;1448;8663;7733;798;136134;1361;1542;8104;7384;539;136642;1225;1633;10690;8666;1616;136811;1223;1554;9898;8339;1228;138052
9261;    Landshut (Krfr.St);828;604;4408;4330;302;53519;747;758;5293;4612;670;58479;439;779;3922;3317;265;55796;616;780;4349;3244;941;59066;520;698;4162;3753;231;58746;577;736;5327;4579;589;63258;766;868;5768;6000;-334;73065;764;873;6184;6012;63;73150;733;889;8634;6176;2302;68743;654;894;7230;7116;-126;68741
9262;    Passau (Krfr.St);786;543;5009;4924;328;47760;650;574;4707;4266;517;49100;446;599;3096;2568;375;50698;505;617;3788;3194;482;50328;387;593;3605;3154;245;50536;332;555;3575;3388;-36;50594;459;656;3988;4175;-384;52415;445;632;4823;3954;682;53093;442;623;5162;4139;842;52361;405;606;4970;4246;523;52894
9263;    Straubing (Krfr.St);671;489;2816;3237;-239;40344;542;573;3545;3158;356;44196;370;527;2405;2292;-44;42674;485;535;2896;2215;631;41715;375;558;2889;2598;108;44014;350;565;2554;2381;-42;44450;460;621;3444;3476;-193;47612;446;630;3806;3399;223;47854;429;636;5172;3674;1291;46953;426;596;4823;4088;565;47524
9271;    Deggendorf (Lkr);1932;1177;6999;7671;83;88841;1483;1323;7196;6449;907;96460;1153;1168;5325;5013;297;100395;1240;1117;7617;5735;2005;106653;1128;1129;7946;7701;244;115532;917;1241;7092;6615;153;117005;1039;1429;9004;8551;63;119479;1138;1519;10575;9143;1051;120521;1110;1537;14430;12351;1652;120091;1032;1420;14691;13263;1040;121137
9272;    Freyung-Grafenau (Lkr);1742;802;5081;5700;321;68654;1247;889;3988;4137;209;72556;893;763;3344;3523;-49;72715;1045;778;5389;4424;1232;78890;767;746;3607;3639;-11;82434;503;881;3029;3045;-394;79293;660;1015;4131;3759;17;78355;671;1042;4254;3585;298;78632;629;1070;5327;4217;669;78155;611;1053;5153;4363;348;78512
9273;    Kelheim (Lkr);1697;940;5220;5824;153;79057;1364;1012;4944;4812;484;85505;1043;951;4161;4187;66;86299;1251;1083;6044;4047;2165;95063;1199;1060;6580;5930;789;109510;974;1013;5547;5435;73;113147;1197;1255;8000;7557;385;123390;1310;1308;7664;7145;521;123899;1187;1309;9474;7521;1831;124673;1119;1291;9140;8058;910;125597
9274;    Landshut (Lkr);1907;1138;6091;7170;-310;90704;1573;1087;6730;6156;1060;97386;1306;1206;6052;5145;1007;109153;1626;1107;8104;6132;2491;122638;1541;1200;9399;7880;1860;142442;1276;1266;8114;7801;323;148783;1621;1597;11363;10040;1347;161191;1705;1565;11220;10172;1188;162331;1572;1655;13543;10980;2480;160256;1448;1601;11828;10777;898;161180
9275;    Passau (Lkr);3125;1659;10406;11478;394;139333;2608;1704;8975;9286;593;149457;2015;1688;7948;7174;1101;154422;2097;1729;12898;9672;3594;171479;1886;1725;10029;9308;882;186509;1391;1900;9069;8804;-244;187347;1685;2264;12015;10584;852;193454;1727;2553;11770;10277;667;194090;1680;2380;15063;11449;2914;193080;1530;2325;13732;11969;968;194068
9276;    Regen (Lkr);1580;851;4958;5410;277;72702;1242;868;4134;4235;273;74600;931;874;3366;3214;209;74442;1001;840;6416;5120;1457;79946;854;856;4148;4160;-14;82512;592;913;3249;3303;-375;78953;667;1013;4215;3947;-78;77313;702;1063;3936;3689;-114;77176;699;1105;5392;4112;874;77503;621;1014;4743;4423;-73;77439
9277;    Rottal-Inn (Lkr);2088;1395;6829;7966;-444;100096;1640;1448;5949;6021;120;101986;1173;1286;5024;4655;256;100432;1294;1249;6644;4822;1867;107938;1196;1216;6289;5714;555;118167;940;1289;5711;5567;-205;117952;1085;1614;7587;6735;323;121800;1160;1642;7747;6776;489;122252;1080;1554;10334;7657;2203;119864;1023;1549;9100;7974;600;120475
9278;    Straubing-Bogen (Lkr);1664;1005;5642;6330;-29;74688;1337;965;4566;5104;-166;78386;948;862;3983;3924;145;78286;1108;882;5839;4278;1787;84792;1043;830;5393;4884;722;95242;749;912;4917;4792;-38;97591;1008;1053;6597;5876;676;101745;1090;1119;6510;5795;686;102398;1004;1049;7568;6092;1431;102914;853;1106;6850;6197;400;103329
9279;    Dingolfing-Landau (Lkr);1480;921;5070;5697;-68;71701;1132;927;3970;4013;162;72129;870;841;3731;3472;288;72880;944;906;5734;3746;2026;79602;954;858;4968;4639;425;90562;716;796;4698;4279;339;91011;910;1047;7238;6497;604;97244;1065;1068;7313;6451;859;98045;931;1113;10054;7595;2277;99509;826;1060;9800;8367;1199;100727
9361;    Amberg (Krfr.St);867;509;3216;3503;71;46754;661;526;3429;3458;106;48160;451;596;2121;2253;-277;44264;513;502;2333;1893;451;43111;400;476;2636;2133;427;43794;334;538;2368;2127;37;43755;348;547;2421;2363;-141;42052;367;626;2501;2334;-92;41994;352;671;3422;2510;593;42080;307;587;2962;2542;140;42217
9362;    Regensburg (Krfr.St);1801;1516;8167;8180;272;126018;1485;1669;11749;9402;2163;134491;1042;1593;9858;9102;205;132588;1204;1580;8845;6770;1699;121691;1141;1374;9669;8996;440;125676;1299;1327;10685;9349;1308;135520;1620;1451;12774;13782;-839;152270;1618;1546;15595;14415;1252;153542;1441;1483;21106;17184;3880;147509;1455;1571;19791;17547;2128;149664
9363;    Weiden i.d.OPf. (Krfr.St);811;508;2982;3646;-361;44373;637;550;2994;3100;-19;46755;443;561;2118;2433;-433;43886;460;533;2370;2092;205;42234;427;521;2465;2338;33;43030;345;553;2075;1966;-99;41961;353;624;2554;2491;-208;42535;401;613;2623;2469;-58;42472;375;660;3447;2572;590;42251;357;587;3037;2636;171;42430
9371;    Amberg-Sulzbach (Lkr);2026;941;4908;4850;1143;88996;1498;1036;4353;4653;162;95224;1072;1017;4043;4026;72;93526;1334;1063;6891;5064;2098;99749;1038;1046;5461;4922;531;108899;742;1088;4196;4398;-548;105180;1022;1340;5354;5041;-5;102998;1057;1303;5313;4768;299;103277;1034;1414;7422;5841;1201;103621;948;1312;6833;5967;502;104127
9372;    Cham (Lkr);2498;1463;6888;8268;-345;109455;1968;1311;5876;5967;566;116472;1493;1460;4716;5070;-321;115319;1532;1367;8363;6546;1982;126073;1278;1299;5430;5325;84;131035;985;1355;5117;4927;-180;128322;1190;1562;6865;6341;152;128094;1231;1720;6904;6038;377;128444;1149;1696;9127;6810;1770;127452;1051;1644;8738;7377;768;128230
9373;    Neumarkt i.d.OPf. (Lkr);1891;1041;5039;4957;932;80350;1574;1051;5775;5435;863;93113;1345;1080;4467;3883;849;99445;1600;1065;6519;4261;2793;111989;1399;1015;5651;4995;1040;126369;1046;1262;5298;5365;-283;127769;1384;1487;7828;7023;702;135225;1400;1578;7657;6586;893;136062;1368;1540;9541;7297;2072;136901;1270;1430;9058;7619;1279;138214
9374;    Neustadt a.d.Waldnaab (Lkr);1960;957;5185;5221;967;88060;1496;1076;4768;5046;142;92467;1130;1104;4017;4029;14;90498;1292;1011;6165;4476;1970;96153;990;1010;4454;4161;273;101011;698;1006;4055;4330;-583;97211;1014;1180;5154;4773;215;94645;1051;1196;4754;4392;217;94838;1033;1206;6448;5137;1138;95742;931;1133;5939;5292;445;96209
9375;    Regensburg (Lkr);2310;1137;6791;7071;893;102883;1971;1355;8856;7560;1912;121565;1672;1334;9530;7950;1918;138368;1974;1317;9976;7169;3464;153294;1809;1312;10887;9436;1948;176067;1509;1578;9806;8989;748;183796;1799;1949;12427;11992;285;194275;1888;2011;12255;11152;980;195225;1830;2124;15552;12297;2961;191651;1611;2055;15088;12492;2152;193801
9376;    Schwandorf (Lkr);2729;1335;8320;8341;1373;121592;2262;1470;7734;7939;587;135233;1506;1477;5224;5605;-352;130749;1630;1362;8187;6378;2077;135254;1351;1412;7051;6459;531;143343;1075;1561;6386;6075;-175;142804;1383;1741;9311;8280;673;148477;1414;1792;8778;7584;816;149239;1394;1856;11821;8862;2497;147982;1234;1880;11438;10127;665;148698
9377;    Tirschenreuth (Lkr);1704;966;3753;4768;-277;80239;1302;948;4398;4598;154;83852;954;997;2871;3115;-287;77860;1014;1031;4220;3248;955;79451;682;938;3013;3185;-428;79993;558;883;2717;2935;-543;74802;646;1153;3635;3459;-331;71696;657;1043;3655;3312;-43;71648;607;1082;4811;3797;539;72561;619;1093;4082;3611;-3;72545
9461;    Bamberg (Krfr.St);1247;949;5731;5549;480;79731;865;1042;4833;4896;-240;77301;643;1004;4235;3941;-67;71928;792;923;4581;3909;541;70521;621;874;5060;4775;32;69036;648;832;5111;4749;178;70004;744;846;6737;7302;-667;76674;798;953;9365;8075;1135;77749;765;997;12188;9724;2232;74405;715;904;13079;12210;680;75087
9462;    Bayreuth (Krfr.St);945;863;3989;4128;-57;65288;804;1065;4595;4404;-70;69005;629;928;3967;3245;423;70633;741;837;4914;4000;818;72345;667;817;7141;6805;186;74153;555;766;5652;5334;107;72683;590;947;6106;6441;-692;74048;604;963;6481;6317;-195;73909;577;1000;7258;6204;631;72661;508;858;6664;5898;416;73074
9463;    Coburg (Krfr.St);700;616;3295;3565;-186;49570;564;761;3549;3436;-84;49067;376;687;3075;3037;-273;45633;453;575;4045;3509;414;44246;377;516;2575;2952;-516;42756;282;561;2728;2550;-101;41076;347;574;2778;2756;-205;40842;380;653;3109;2696;140;40955;346;571;3986;2873;888;40618;343;581;3507;2971;298;40907
9464;    Hof (Krfr.St);847;683;3203;3518;-151;58595;764;878;3262;3622;-474;56555;482;870;3104;2934;-218;53180;555;784;4170;3347;594;52913;474;663;2792;2995;-392;50741;376;704;2534;2700;-494;46286;417;717;3045;3362;-617;45173;430;760;3324;3033;-39;45125;429;741;5195;3350;1533;46151;372;695;4299;3657;319;46484
9471;    Bamberg (Lkr);2275;1108;4834;5355;646;94249;1899;1128;5508;4972;1307;107512;1583;1143;5510;4875;1075;115317;1677;1191;7905;5758;2633;126133;1424;1163;8070;7646;685;142372;1143;1354;7043;7064;-232;144211;1416;1559;8792;8274;375;147497;1457;1654;8655;8223;235;147697;1315;1726;10455;8591;1453;147269;1221;1641;10268;9109;739;148017
9472;    Bayreuth (Lkr);1854;1053;4904;4947;758;91693;1408;1185;4850;4690;383;97253;1013;1285;3817;3655;-110;96232;1202;1195;7520;5347;2180;101942;1090;1112;5252;5001;229;109124;837;1221;4522;4524;-386;106102;842;1361;5283;4720;44;103679;938;1377;5238;4805;-6;103648;888;1355;7097;5569;1061;103106;802;1353;6616;5913;152;103269
9473;    Coburg (Lkr);1555;860;4160;4161;694;79987;1182;1064;4617;4567;168;85294;883;961;3652;3472;102;82901;1054;948;6110;4163;2053;85833;900;912;4375;4424;-61;92243;607;981;4028;4404;-750;88193;731;1243;5066;4750;-196;86571;776;1208;4806;4387;-13;86544;698;1291;5976;4824;559;84341;625;1182;5751;5032;162;84518
9474;    Forchheim (Lkr);1791;1014;4093;4076;794;79310;1304;1059;5492;4812;925;88264;1141;1064;4765;4107;735;94811;1355;1054;6965;5037;2229;103374;1129;984;5726;5219;652;112500;855;1050;5032;5088;-251;112985;1110;1225;6392;5834;443;116600;1138;1303;5666;5320;181;116753;1039;1392;7822;6210;1259;115457;971;1339;7554;6368;818;116284
9475;    Hof (Lkr);1861;1496;5986;6467;-116;119999;1552;1676;7180;6968;88;120149;992;1657;5189;5035;-511;111077;1148;1531;7904;5636;1885;108314;941;1427;5024;5173;-635;109026;624;1383;4360;4618;-1017;100234;765;1495;5570;5104;-264;94522;707;1574;5072;4810;-605;93907;695;1688;7108;5413;702;92905;640;1545;6206;5543;-242;92675
9476;    Kronach (Lkr);1615;889;3676;4154;248;79136;1215;995;3252;3627;-155;80615;793;1027;2452;2666;-448;76405;853;940;4440;2959;1394;76670;662;923;3145;3198;-314;75591;463;950;2752;3100;-835;70106;459;887;3317;3273;-384;66355;454;1000;3544;3261;-263;66091;469;964;4260;3462;303;65087;438;944;4001;3580;-85;65009
