Arbeitslosenzahlen seit 2017;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9171;    Altötting (Lkr);2041;506;168;510;231;496;1820;434;155;457;189;476;1758;385;153;439;181;450;2153;457;170;572;255;530;2040;639;167;545;186;567;1869;495;161;579;184;529;1964;489;150;670;178;523
9172;    Berchtesgadener Land (Lkr);1993;507;170;557;175;513;1829;455;153;542;164;457;1733;392;149;539;157;426;2208;431;169;684;209;522;2121;607;157;664;175;571;1725;502;144;584;125;524;1906;481;148;717;132;574
9173;    Bad Tölz-Wolfratshausen (Lkr);1672;248;114;512;196;423;1462;221;113;432;163;375;1471;207;116;417;146;408;2002;287;139;605;195;518;1880;394;146;550;159;551;1513;257;105;602;139;433;1475;238;101;581;141;396
9174;    Dachau (Lkr);1949;324;165;694;229;452;1787;278;166;605;201;473;1641;222;168;567;195;416;2488;268;194;909;284;563;2378;427;214;795;221;648;2207;388;236;858;216;651;2316;433;220;956;226;652
9175;    Ebersberg (Lkr);1518;296;114;433;172;369;1479;271;129;406;136;390;1453;234;129;410;133;408;1968;274;150;593;185;503;1906;413;164;562;165;562;1729;350;161;579;129;529;1932;369;155;742;152;556
9176;    Eichstätt (Lkr);1079;117;84;302;160;237;974;108;79;259;149;227;1031;122;82;297;156;253;1506;161;113;431;226;360;1442;250;132;388;171;416;1306;196;104;504;161;342;1698;218;119;834;227;414
9177;    Erding (Lkr);1450;232;132;373;136;362;1435;229;128;352;150;350;1494;209;144;381;151;390;2082;250;170;613;224;508;2059;424;184;602;216;568;1704;334;169;499;168;538;1887;340;176;626;188;585
9178;    Freising (Lkr);2155;366;189;684;236;493;2127;355;209;700;214;532;2237;375;210;758;236;536;3085;449;239;1137;361;687;3006;685;259;1128;297;788;2732;706;268;1055;255;807;3151;719;268;1355;288;890
9179;    Fürstenfeldbruck (Lkr);3046;629;213;957;297;717;2990;602;229;942;288;742;2986;619;237;946;284;729;4072;726;228;1398;421;961;4003;1069;246;1360;360;1082;3577;877;255;1399;298;1087;3703;910;269;1430;307;1103
9180;    Garmisch-Partenkirchen (Lkr);1528;335;91;447;159;399;1326;286;84;361;139;356;1243;229;102;343;116;358;1702;269;121;509;168;484;1566;344;119;426;130;494;1387;276;115;506;105;480;1622;328;121;685;122;529
9181;    Landsberg am Lech (Lkr);1707;307;109;419;240;424;1474;228;108;362;214;397;1430;202;105;322;189;409;2013;242;118;488;250;525;1902;370;131;423;205;589;1683;322;126;493;173;547;1726;294;137;527;176;526
9182;    Miesbach (Lkr);1354;297;108;327;122;353;1265;261;114;317;101;373;1192;250;106;289;91;387;1593;288;129;429;149;491;1549;344;151;398;112;515;1275;307;121;377;88;445;1469;295;112;511;106;460
9183;    Mühldorf a.Inn (Lkr);2247;629;207;596;250;482;1986;544;169;522;229;427;1961;496;146;532;232;420;2459;557;157;682;292;534;2289;764;176;618;231;582;2133;682;180;665;208;558;2274;655;194;762;225;615
9184;    München (Lkr);4782;1321;340;1776;353;1091;4497;1217;328;1703;327;1027;4151;1058;335;1577;269;969;5824;1258;383;2251;502;1315;5672;1717;394;2216;445;1453;4801;1622;401;1914;353;1354;5251;1624;374;2308;434;1381
9185;    Neuburg-Schrobenhausen (Lkr);1168;191;95;339;158;255;1056;187;84;311;152;241;1105;169;92;332;152;260;1460;230;113;426;193;345;1310;286;117;360;159;359;1290;243;108;461;147;379;1477;273;123;614;187;385
9186;    Pfaffenhofen a.d.Ilm (Lkr);1309;137;112;342;159;338;1206;126;87;311;147;306;1228;136;100;308;150;346;1719;187;119;471;223;427;1732;278;122;480;203;456;1455;211;122;489;148;408;1516;184;129;543;171;410
9187;    Rosenheim (Lkr);3409;743;254;736;389;848;3212;695;247;720;325;852;3155;612;279;679;323;892;4293;736;319;983;502;1110;3767;968;305;854;350;1155;3494;814;299;1061;318;1071;3839;841;303;1242;349;1150
9188;    Starnberg (Lkr);1814;398;112;567;173;483;1661;327;114;507;136;466;1604;287;120;508;126;451;2226;366;135;734;199;586;2249;594;154;748;165;690;2085;484;135;853;166;644;2197;509;143;908;180;652
9189;    Traunstein (Lkr);2738;639;253;629;313;668;2586;597;260;585;275;691;2515;539;250;580;266;683;3147;592;286;796;353;818;2841;714;288;684;262;863;2388;552;254;660;199;765;2805;572;254;956;239;840
9190;    Weilheim-Schongau (Lkr);1855;454;143;482;189;443;1682;403;139;412;164;460;1585;329;138;406;165;442;2163;376;179;549;230;560;2078;511;195;504;157;669;1995;528;199;600;159;652;2130;522;204;697;166;708
9261;    Landshut (Krfr.St);1645;398;121;629;178;311;1650;346;122;652;196;307;1718;338;118;708;220;295;2064;388;132;876;241;343;1955;514;132;841;197;379;1815;479;142;795;161;422;2196;573;153;1073;200;518
9262;    Passau (Krfr.St);1243;260;65;365;130;253;1150;232;67;367;119;259;1197;235;69;404;145;265;1608;327;76;579;198;322;1557;485;87;538;173;346;1359;376;77;521;156;323;1539;364;79;670;182;319
9263;    Straubing (Krfr.St);1198;313;125;289;151;283;1144;270;119;287;144;259;1205;272;128;339;154;249;1548;319;148;500;209;296;1536;475;167;458;182;359;1343;424;147;422;143;331;1454;398;138;550;173;317
9271;    Deggendorf (Lkr);1881;338;197;326;188;521;1824;303;199;336;176;522;1826;286;199;363;184;518;2313;341;213;514;248;633;2151;501;211;447;189;704;1924;454;209;438;153;674;2309;457;225;626;192;791
9272;    Freyung-Grafenau (Lkr);1291;224;152;136;121;413;1163;208;134;127;112;391;1123;180;121;118;106;389;1437;224;155;176;134;518;1370;324;149;170;115;525;1204;260;127;203;98;463;1396;240;123;371;123;508
9273;    Kelheim (Lkr);1760;385;166;535;230;436;1647;342;164;494;184;419;1665;315;160;509;197;414;2133;361;178;661;261;523;2232;547;192;689;264;611;1917;480;187;666;189;588;2100;489;187;842;220;637
9274;    Landshut (Lkr);2288;619;186;601;281;564;2219;573;196;580;273;592;2282;546;200;630;271;613;2840;633;229;777;335;751;2667;766;224;705;278;747;2407;681;239;727;229;798;2689;742;243;956;252;847
9275;    Passau (Lkr);3406;704;255;602;378;926;3067;623;254;585;293;915;2994;511;259;619;282;922;3881;607;308;855;404;1122;3492;843;291;754;319;1109;3105;703;270;823;269;1041;3535;733;278;1150;313;1097
9276;    Regen (Lkr);1543;283;126;312;173;438;1392;239;124;289;159;400;1327;216;136;255;133;388;1615;259;159;335;180;459;1600;366;157;325;169;512;1414;305;128;348;135;480;1570;326;151;461;167;505
9277;    Rottal-Inn (Lkr);1970;562;160;441;225;494;1904;517;166;452;238;485;1982;501;180;495;233;523;2488;612;200;672;308;665;2440;858;211;621;251;743;2223;709;200;686;192;708;2420;648;199;905;245;725
9278;    Straubing-Bogen (Lkr);1403;261;140;240;166;378;1349;244;130;264;150;371;1436;237;146;302;186;397;1762;277;156;411;220;455;1720;396;157;377;184;531;1560;357;160;402;153;542;1709;365;166;515;186;552
9279;    Dingolfing-Landau (Lkr);1564;284;152;430;229;393;1669;290;166;505;226;424;1780;299;190;538;212;428;2114;386;209;636;255;489;1799;450;194;466;180;503;1584;383;201;412;144;585;1931;459;202;722;201;630
9361;    Amberg (Krfr.St);1224;348;119;288;133;273;1031;261;106;236;109;238;1003;225;94;216;107;231;1270;285;103;296;155;277;1113;361;105;259;118;274;999;264;105;285;91;276;1139;270;95;400;110;314
9362;    Regensburg (Krfr.St);2798;560;230;866;275;464;2778;532;214;916;277;468;3018;491;225;1040;294;484;3938;663;285;1342;412;628;3901;974;300;1309;402;689;3456;838;287;1351;369;667;3803;842;312;1586;389;730
9363;    Weiden i.d.OPf. (Krfr.St);1426;430;133;323;168;307;1219;330;117;300;141;265;1220;287;119;302;145;242;1366;327;127;356;159;269;1222;368;125;308;126;273;1110;325;133;327;114;279;1320;335;132;481;151;314
9371;    Amberg-Sulzbach (Lkr);1599;351;189;235;181;414;1442;314;180;228;168;406;1396;278;182;218;173;390;1751;314;197;297;220;496;1635;430;197;276;167;515;1537;356;175;401;150;510;1795;365;186;580;188;566
9372;    Cham (Lkr);1920;283;252;254;209;539;1815;264;226;257;178;542;1831;225;224;281;184;527;2331;319;282;385;262;663;2100;444;272;346;208;672;2002;410;254;454;188;674;2163;411;238;641;205;685
9373;    Neumarkt i.d.OPf. (Lkr);1404;268;138;216;146;367;1292;215;143;216;139;373;1351;199;144;227;145;384;1741;247;164;302;209;477;1678;342;192;309;178;507;1548;308;171;411;153;446;1905;342;181;660;206;507
9374;    Neustadt a.d.Waldnaab (Lkr);1760;505;219;232;197;482;1576;450;213;208;163;468;1541;397;208;213;162;446;1806;444;235;253;208;531;1655;519;257;217;159;550;1589;470;232;343;148;561;1796;476;228;499;173;584
9375;    Regensburg (Lkr);2046;360;216;410;240;522;1961;318;213;439;232;509;2171;291;221;539;236;535;2967;404;262;725;343;722;2976;636;279;739;302;835;2682;524;259;859;260;819;2800;553;267;973;269;841
9376;    Schwandorf (Lkr);2323;546;260;504;278;608;2137;423;255;450;250;591;2398;460;278;548;305;649;2956;563;303;690;356;801;2676;698;313;617;285;827;2474;588;299;747;236;781;2665;547;291;944;246;812
9377;    Tirschenreuth (Lkr);1435;458;162;201;163;429;1331;415;166;181;134;443;1241;385;160;176;116;410;1382;375;182;193;133;439;1272;409;164;179;120;440;1334;384;149;365;114;467;1484;428;168;456;123;490
9461;    Bamberg (Krfr.St);1765;446;139;500;195;340;1628;361;122;465;172;311;1579;330;144;415;150;307;1922;428;152;523;190;373;1931;584;160;524;192;412;1814;527;164;556;149;417;1885;494;176;601;157;446
9462;    Bayreuth (Krfr.St);1960;501;286;391;184;425;1791;377;248;410;178;366;1695;322;238;392;181;359;2098;383;293;471;226;458;1805;498;254;406;167;437;1768;410;251;524;176;434;1964;474;277;605;185;487
9463;    Coburg (Krfr.St);1120;306;103;218;131;264;1131;308;95;249;127;267;1137;299;103;257;136;279;1338;343;132;322;176;311;1261;411;132;326;152;303;1254;373;144;393;130;312;1444;419;145;526;157;356
9464;    Hof (Krfr.St);1661;408;194;643;222;316;1394;328;196;484;191;277;1362;268;208;461;159;281;1618;380;221;574;170;325;1473;478;213;533;144;321;1334;322;197;539;122;310;1462;330;194;606;161;322
9471;    Bamberg (Lkr);2021;409;207;233;242;569;1831;320;186;258;213;534;1828;294;196;258;225;557;2361;371;265;290;264;737;2338;550;320;283;229;846;2070;485;305;359;189;800;2245;467;299;467;195;846
9472;    Bayreuth (Lkr);1811;428;239;169;162;599;1675;411;242;171;130;565;1583;351;228;157;144;562;1952;411;244;200;177;637;1752;506;246;180;129;665;1745;459;245;356;139;661;1896;432;268;444;164;661
9473;    Coburg (Lkr);1546;375;186;165;173;426;1526;356;165;180;173;452;1536;337;168;185;169;456;1872;429;207;231;219;543;1794;518;212;218;185;547;1671;464;212;289;171;552;1847;493;237;350;182;616
9474;    Forchheim (Lkr);1796;389;195;341;174;504;1662;354;174;321;156;470;1618;317;177;313;154;482;1997;375;208;370;209;579;1991;498;214;381;175;658;1814;460;219;481;135;643;2000;435;216;630;163;664
9475;    Hof (Lkr);1562;342;149;264;170;451;1448;292;159;226;139;445;1467;260;172;227;148;463;1866;335;219;287;202;582;1744;473;213;268;154;605;1661;419;210;387;134;560;1828;441;210;485;163;580
9476;    Kronach (Lkr);1179;242;170;109;107;387;1065;193;149;123;104;329;1231;193;162;136;127;381;1468;282;204;178;164;471;1319;344;208;153;134;464;1146;274;184;183;103;409;1308;274;201;281;117;459
9477;    Kulmbach (Lkr);1563;473;215;220;166;457;1420;396;208;209;151;427;1374;359;206;210;127;414;1580;407;237;203;123;504;1437;452;231;188;122;479;1346;380;219;262;106;485;1469;368;209;408;114;487
9478;    Lichtenfels (Lkr);1342;338;176;146;150;402;1280;320;171;149;137;422;1316;321;176;165;136;442;1611;371;214;221;169;531;1419;436;195;190;142;507;1312;349;190;253;126;504;1465;360;185;365;138;489
9479;    Wunsiedel i.Fichtelgebirge (Lkr);1740;472;164;370;187;448;1619;414;164;370;183;447;1651;365;182;393;184;442;1994;456;222;461;228;537;1744;526;251;403;152;581;1606;498;233;413;129;547;1798;495;231;556;159;570
9561;    Ansbach (Krfr.St);974;231;95;292;105;213;862;171;83;277;100;183;861;126;81;279;106;187;1089;172;93;379;125;234;949;262;108;297;84;244;922;220;108;332;75;241;1099;245;117;441;106;275
9562;    Erlangen (Krfr.St);2384;813;271;802;246;495;2305;813;266;858;235;481;2255;815;280;791;221;471;2648;873;320;903;222;558;2673;1079;345;932;210;643;2390;984;316;882;185;593;2735;1048;295;1190;251;601
9563;    Fürth (Krfr.St);3889;1363;421;1389;377;757;3608;1203;392;1342;376;658;3644;1093;399;1417;402;687;4354;1230;456;1703;475;819;4253;1591;478;1691;386;902;3732;1372;435;1574;327;837;3860;1240;429;1713;326;860
9564;    Nürnberg (Krfr.St);17096;4921;1992;6872;1625;3173;15757;4024;1875;6422;1512;3101;15410;3530;1689;6509;1456;2874;18911;4064;1840;8162;1882;3424;18247;6008;1786;8087;1632;3670;16313;5303;1594;7715;1384;3360;17790;4924;1514;9063;1556;3625
9565;    Schwabach (Krfr.St);758;206;75;258;90;153;729;199;80;238;70;170;726;178;91;247;88;168;933;202;110;322;109;222;889;295;105;308;89;248;780;269;81;291;69;221;817;240;76;340;78;217
9571;    Ansbach (Lkr);2848;760;335;603;307;796;2473;632;313;504;256;752;2397;535;310;502;259;721;2984;605;332;636;338;878;2745;756;355;543;259;910;2640;703;333;783;264;860;2751;659;303;876;265;844
9572;    Erlangen-Höchstadt (Lkr);1547;317;166;294;161;435;1478;284;166;300;145;436;1431;260;160;297;148;418;1950;349;206;431;191;517;1937;500;240;398;162;604;1886;450;244;557;137;584;2085;486;239;659;187;623
9573;    Fürth (Lkr);1781;526;260;303;134;501;1666;493;249;308;130;476;1654;448;246;336;155;434;2135;503;286;434;204;560;2112;666;294;428;168;666;1760;587;264;409;137;582;1833;493;245;503;147;566
9574;    Nürnberger Land (Lkr);2366;462;324;547;254;620;2271;445;331;547;240;628;2201;442;310;527;230;581;2824;508;329;694;311;707;2596;661;341;610;236;765;2281;539;303;641;210;696;2447;502;308;759;250;671
9575;    Neustadt a.d.Aisch-Bad Windsheim (Lkr);1217;219;145;225;164;283;1057;174;114;214;155;255;1043;166;113;243;134;250;1496;247;152;340;215;348;1360;358;177;326;156;392;1234;298;149;387;123;361;1418;296;155;470;144;407
9576;    Roth (Lkr);1687;384;197;300;183;488;1589;352;206;284;164;498;1478;285;189;248;166;476;1919;322;218;341;224;564;1779;448;217;338;160;620;1601;385;183;401;138;549;1633;337;176;455;174;522
9577;    Weißenburg-Gunzenhausen (Lkr);1617;375;185;371;154;429;1513;340;166;338;148;449;1547;318;163;385;162;438;1863;359;175;480;209;507;1839;491;194;440;162;589;1791;453;167;605;159;551;1937;477;161;760;177;552
9661;    Aschaffenburg (Krfr.St);2002;506;164;738;213;354;1952;455;161;734;229;375;1980;415;164;779;230;382;2456;490;208;977;277;466;2324;659;216;922;222;517;2217;602;229;969;211;538;2541;661;230;1195;254;613
9662;    Schweinfurt (Krfr.St);1726;548;123;574;163;350;1562;485;135;524;144;353;1719;484;165;584;160;389;1989;533;170;703;191;376;1771;685;165;632;142;361;1770;685;185;689;146;376;1873;624;165;818;166;376
9663;    Würzburg (Krfr.St);2788;748;251;779;246;572;2681;708;251;760;239;553;2551;677;230;749;222;533;3136;688;244;902;314;618;2914;861;244;835;237;620;2635;684;224;881;229;538;2851;664;239;970;266;551
9671;    Aschaffenburg (Lkr);2906;707;217;748;359;707;2644;599;214;692;299;691;2606;527;226;692;269;691;3365;643;287;880;380;832;3274;858;316;858;328;905;3160;794;306;1079;316;921;3396;910;313;1232;320;965
9672;    Bad Kissingen (Lkr);1855;546;212;278;169;557;1648;457;198;263;153;535;1713;426;211;289;181;557;2035;514;218;348;208;633;1904;636;223;330;164;640;1753;509;204;430;147;568;1820;497;211;518;155;570
9673;    Rhön-Grabfeld (Lkr);1174;311;140;174;114;362;1083;241;114;150;123;328;1132;222;147;154;129;344;1427;297;168;199;179;425;1277;379;181;162;112;485;1228;329;161;260;105;474;1280;314;155;297;121;428
9674;    Haßberge (Lkr);1352;303;143;157;141;386;1197;229;128;122;138;364;1323;230;154;170;163;410;1653;303;176;221;199;517;1460;399;178;190;140;510;1342;362;187;205;115;522;1388;347;192;239;131;500
9675;    Kitzingen (Lkr);1301;199;120;317;169;297;1133;160;128;258;139;298;1122;134;134;267;138;306;1435;188;150;334;185;385;1308;257;137;308;136;379;1231;229;121;411;132;330;1382;241;130;484;133;381
9676;    Miltenberg (Lkr);2084;379;178;577;255;504;1963;356;183;556;231;500;2048;369;201;608;226;541;2607;454;212;753;320;649;2403;567;231;721;254;669;2285;526;243;788;210;678;2647;592;281;966;252;742
9677;    Main-Spessart (Lkr);1449;266;172;247;167;440;1332;258;181;226;138;453;1304;194;172;240;145;419;1876;238;216;406;225;524;1627;372;211;339;155;514;1285;246;171;289;125;410;1556;285;187;423;158;494
9678;    Schweinfurt (Lkr);1676;392;192;288;190;477;1511;358;179;269;149;477;1570;347;183;252;162;483;1859;374;186;304;192;552;1699;430;206;296;124;602;1743;428;216;423;144;650;1696;447;189;401;143;625
9679;    Würzburg (Lkr);1932;396;195;377;242;518;1762;323;179;345;195;535;1750;331;178;342;184;529;2216;390;195;460;234;617;2094;518;188;431;194;679;1881;479;202;441;172;632;2269;537;221;731;223;657
9761;    Augsburg (Krfr.St);8629;2300;671;3218;833;1738;8115;2096;656;3159;800;1703;8153;1922;657;3215;766;1652;10394;2349;752;4190;1101;1975;9987;3228;808;3966;994;2115;9037;2783;769;3893;915;2031;9357;2661;774;4171;947;2089
9762;    Kaufbeuren (Krfr.St);1108;382;133;265;122;262;1013;342;121;267;129;240;955;303;124;248;113;239;1109;324;129;306;134;273;1022;356;120;276;123;279;1017;335;104;359;121;278;988;320;91;383;122;240
9763;    Kempten (Allgäu) (Krfr.St);1372;306;121;394;160;331;1252;238;121;372;146;329;1215;202;133;366;135;302;1626;246;136;501;185;353;1480;369;165;451;159;366;1284;263;143;443;133;329;1338;277;125;452;143;324
9764;    Memmingen (Krfr.St);836;192;68;268;96;228;759;160;73;252;81;213;793;142;67;278;88;203;1074;182;72;432;142;238;925;246;77;349;101;238;806;195;62;338;88;226;955;199;60;418;96;257
9771;    Aichach-Friedberg (Lkr);1650;292;165;369;185;442;1556;269;162;363;186;434;1582;233;185;361;172;451;2022;313;225;434;224;557;2029;480;223;443;207;651;1982;431;205;592;207;672;2019;432;209;648;189;636
9772;    Augsburg (Lkr);3485;576;320;798;430;882;3313;561;310;782;378;901;3374;532;338;804;339;956;4314;705;413;1085;466;1179;4128;989;415;968;398;1250;3875;786;415;1160;362;1236;4154;746;432;1302;401;1271
9773;    Dillingen a.d.Donau (Lkr);1130;217;128;263;116;341;972;192;108;220;106;297;1016;134;112;245;116;297;1402;192;153;350;164;372;1370;313;180;361;132;413;1268;273;152;412;116;375;1528;301;145;601;137;408
9774;    Günzburg (Lkr);1573;357;202;432;173;418;1352;273;180;364;137;388;1429;261;191;367;145;408;1996;319;222;574;249;510;1769;380;219;494;173;503;1410;280;174;433;140;414;1603;300;184;550;166;455
9775;    Neu-Ulm (Lkr);2252;363;216;583;217;581;2072;337;208;571;185;600;2223;292;222;655;225;612;3327;384;287;1058;368;835;2899;652;285;872;268;829;2312;441;230;772;171;659;2560;455;239;960;198;675
9776;    Lindau (Bodensee) (Lkr);1061;188;85;310;112;257;1046;152;82;312;100;262;1051;162;93;357;112;261;1462;205;116;460;155;365;1298;253;114;382;117;381;1076;200;93;356;92;347;1205;190;102;460;115;363
9777;    Ostallgäu (Lkr);1843;383;146;378;210;501;1720;360;156;371;199;511;1706;340;170;382;201;508;2322;408;205;564;251;675;2231;620;207;517;222;709;1984;463;193;582;197;648;2092;445;196;695;200;673
9778;    Unterallgäu (Lkr);1515;304;142;311;192;438;1451;247;133;336;177;429;1490;231;131;368;176;427;2049;324;167;494;267;560;1895;438;166;439;201;624;1697;393;150;444;170;571;1904;432;162;627;192;581
9779;    Donau-Ries (Lkr);1480;327;162;261;152;432;1288;248;144;254;136;354;1241;200;147;278;128;329;1725;241;179;417;215;457;1676;335;176;424;210;465;1544;319;166;524;186;445;1792;342;192;697;204;485
9780;    Oberallgäu (Lkr);2250;472;197;450;264;630;2016;422;197;420;211;603;1908;391;209;392;194;564;2458;426;227;524;259;704;2392;559;226;514;215;739;2024;524;233;491;164;696;2248;548;238;686;192;745
9171111;      Altötting, St;385;122;23;102;34;83;352;101;22;92;31;76;333;102;22;88;28;82;393;112;27;116;39;94;359;146;23;98;27;93;339;119;23;97;28;95;391;119;29;128;27;111
9171112;      Burghausen, St;337;73;30;115;41;70;323;65;28;115;32;70;305;62;29;104;26;67;388;77;34;135;37;85;385;127;34;130;30;91;350;83;30;150;39;79;376;83;28;174;34;84
9171113;      Burgkirchen a.d.Alz;276;70;25;82;26;66;240;54;22;69;20;61;223;50;20;61;25;54;273;58;20;79;39;59;240;70;21;74;22;66;227;57;25;75;24;70;234;56;22;82;22;65
9171114;      Emmerting;45;6;7;9;5;12;40;6;4;9;3;14;37;9;2;9;4;12;53;11;6;12;7;11;50;12;4;13;5;13;42;10;5;11;3;14;54;12;7;14;4;17
9171115;      Erlbach;12;3;–;–;1;7;9;4;1;–;1;5;8;2;–;1;1;5;9;4;.;–;–;6;10;3;0;0;1;5;8;2;–;0;2;2;4;0;–;–;1;1
9171116;      Feichten a.d.Alz;9;1;1;1;1;1;11;2;1;1;2;4;11;2;2;1;2;4;11;3;1;–;1;5;9;3;1;–;1;4;11;2;2;0;1;5;7;1;0;0;1;2
9171117;      Garching a.d.Alz;207;54;17;49;27;46;186;58;18;46;21;48;175;37;19;46;17;37;209;43;22;54;26;54;190;60;17;52;21;53;163;43;17;48;15;50;176;49;13;58;18;49
9171118;      Haiming;21;4;7;3;3;9;18;4;4;3;2;7;17;3;3;4;2;5;20;1;3;3;2;6;24;5;5;4;1;8;16;3;2;3;1;6;12;2;1;1;2;3
9171119;      Halsbach;4;1;–;–;1;–;6;1;–;1;1;1;8;1;–;1;2;2;9;1;–;1;2;2;7;3;0;0;1;3;7;0;0;3;2;1;8;–;–;3;2;1
9171121;      Kastl;41;10;6;6;4;10;35;6;6;5;5;13;39;9;5;3;5;13;33;7;1;4;3;9;36;10;3;4;3;12;32;14;2;2;3;11;36;13;2;6;4;12
9171122;      Kirchweidach;25;4;2;3;4;8;19;4;4;1;2;8;15;3;4;1;1;5;21;3;2;3;4;3;23;5;2;3;2;7;22;7;3;3;2;8;20;5;2;5;1;7
9171123;      Marktl, M;30;6;2;5;3;10;27;5;2;3;3;9;29;6;2;3;2;9;35;8;2;6;1;12;36;8;2;6;3;13;31;5;3;6;3;11;31;7;2;9;2;8
9171124;      Mehring;18;1;–;3;2;4;17;2;–;3;2;8;22;3;1;6;4;10;25;5;2;5;3;10;28;8;2;5;3;10;24;6;3;6;5;10;24;8;1;6;3;9
